Silhouette,Fit,Front Neckline and Straps Shape,Front Neckline and Straps Depth,Front Neckline and Straps Detailing Style,Sleeve Fit and Style,Sleeve Length,Sleeve Detailing Style,Waist Style,Length,Hem Style,Pattern,Occasions,Persona,Predominant Colors,Background Color,product_id
Fitted,Fitted,V-neck with balloon sleeves,Deep,Embroidery,Balloon sleeves,Three-quarter,Embroidery,Fitted at the natural waist,Mini,Straight,Embroidered floral pattern,"This embroidered mini dress is perfect for special occasions like evening parties, cocktail events, or a night out. It's a statement piece that pairs well with minimal accessories and high heels for an unforgettable look.","The buyer persona for this dress is a woman in her 20s to 30s who loves bold, eye-catching fashion. She's confident and stylish, and she's not afraid to stand out in a crowd.","['black', 'yellow', 'pink']",N/A,7118769848413
Asymmetrical,Loose,High neck with long sleeves,High,Gathered at the neck with a keyhole opening,Fitted,Long,Plain,Asymmetrical ruching at the waist,Midi,Asymmetrical,Animal print,This animal print dress is perfect for a night out on the town or a special event. It can be dressed up with statement jewelry and heels or kept casual with a denim jacket and boots.,The buyer persona for this dress is a woman in her 20s or 30s who is confident and stylish. She likes to make a statement with her clothing and is not afraid of bold prints and colors.,"['orange', 'black', 'yellow']",N/A,7118775648349
Bodycon,Fitted,Square neck,Medium,None,"Fitted, long sleeves",Long,None,Fitted at the natural waist,Midi,Straight,Animal print,"This animal print bodycon dress is perfect for a night out, clubbing, or a date. It pairs well with statement jewelry and high heels for a glamorous look.","The buyer persona for this dress is a woman in her 20s to 30s who is confident, stylish, and loves to make a statement with her clothing. She is not afraid to experiment with bold colors and patterns and enjoys dressing up for a night out.","['blue', 'orange']",N/A,7118770536541
A-line,Loose,V-neck with collar,Shallow,Embroidered floral details,"Long, slightly puffed sleeves",Three-quarter,Embroidered cuffs,Cinched at the natural waist with a self-tie belt,Midi,Straight,Floral embroidery,"This embroidered midi dress is versatile and can be dressed up or down, making it suitable for various occasions. It can be worn to work, to a casual evening out, or even to a semi-formal event. Accessorize with neutral or statement pieces depending on the desired level of formality.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique, boho-inspired fashion. She is likely to be creative, adventurous, and have an eye for detail.","['black', 'blue', 'pink']",N/A,7118769946717
Sheath,Fitted,High round neck,High,None,"Long, fitted sleeves",Long,None,Fitted at the natural waist,Mini,Straight,Animal print,This animal print dress is perfect for a night out on the town or a special event. It's sure to make you stand out from the crowd and make a lasting impression.,The buyer persona for this dress is a woman in her 20s or 30s who is confident and stylish. She likes to make a statement with her clothes and isn't afraid to take risks. She's always up for a good time and loves to be the center of attention.,"['black', 'pink', 'red']",N/A,7118775615581
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['pink', 'green', 'blue']",N/A,7118773190749
Fit and flare,"Fitted at the waist, flared skirt","High Victorian-style collar, with shoulder straps",High,None,"Fitted long sleeves, slight puff at the shoulder",Long,None,Fitted at the natural waist with a seam,Maxi,Straight,Bold floral print,"This maxi dress is ideal for formal events, such as evening parties or galas. It pairs well with statement jewelry and high heels for a glamorous look.","The buyer persona for this dress is a woman in her late 20s to early 40s who is confident and fashion-forward. She appreciates unique, eye-catching pieces that make a statement.","['red', 'orange', 'yellow']",N/A,7118777843805
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Puffed sleeves,Short,None,Cinched at the natural waist,Midi,Ruffle,Tropical print,"This tropical print dress is perfect for summer events, vacations, and beach parties. It can be dressed up with heels and a statement necklace or dressed down with sandals and a straw bag.","The buyer persona for this dress is a woman in her 20s or 30s who loves vibrant colors and playful prints. She is confident, stylish, and always looking for pieces that make a statement.","['pink', 'orange', 'green']",N/A,7118774927453
Shift,Loose,Round neckline with cold shoulders,Shallow,None,Balloon sleeves,Long,None,N/A,Mini,Straight,Abstract print,"This abstract print dress is perfect for casual outings, shopping, or running errands. It can be dressed up with a statement necklace and heels for a night out or dressed down with sneakers and a denim jacket for a more relaxed look.","The buyer persona for this dress is a young woman in her 20s who is creative and fashion-forward. She enjoys experimenting with different styles and appreciates unique, eye-catching pieces.","['pink', 'orange', 'black']",N/A,7118773780573
Shift,Loose,High round neck with short sleeves,High,None,Loose and straight,Three-quarter,None,Loose,Midi,Straight,Geometric,"This versatile dress is suitable for various occasions, from casual outings to office wear. Its unique geometric pattern adds a touch of personality, making it a great choice for those who prefer distinctive styles.",The likely buyer persona for this dress is a woman in her 30s to 40s who values comfort and style. She appreciates unique and eye-catching pieces that can be dressed up or down depending on the occasion.,"['pink', 'orange', 'black']",N/A,7118770503773
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['pink', 'green', 'white']",N/A,7118775976029
Fit and flare,Fitted,V-neck with spaghetti straps,Deep,Plain,"Loose, balloon sleeves",Long,Gathered at the wrist,Fitted at the natural waist,Maxi,Straight,Floral print,"This elegant maxi dress is perfect for formal events, evening parties, or special occasions. It can be dressed up with statement jewelry and heels or kept more casual with a denim jacket and sandals.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates timeless, sophisticated fashion. She enjoys dressing up for special occasions and values quality pieces that make a lasting impression.","['red', 'pink', 'green']",N/A,7118766800989
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['red', 'pink', 'green']",N/A,7118770110557
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['red', 'pink', 'green']",N/A,7118766735453
Bodycon,Tight,Plunging V-neckline with no straps,Deep,Gathered fabric,Fitted long sleeves,Long,Plain,Gathered at the waist,Maxi,Straight,Plain,"This bodycon maxi dress in a vibrant red hue is perfect for formal events, evening parties, and date nights. It demands attention and pairs well with statement jewelry and high heels for a glamorous look.",The buyer persona for this dress is a confident and stylish woman in her 20s or 30s who loves to make a statement with her fashion choices. She is not afraid of bold colors and enjoys dressing up for special occasions.,['red'],beige,7118770831453
Bodycon,Fitted,One-shoulder neckline,Medium,Plain,Balloon sleeve,Long,Puffed sleeve with fitted cuff,Cut-out waist with ring detail,Maxi,Straight,Solid,"This stunning red dress is perfect for formal events, evening parties, or a night out. Its bold color and unique design make it a show-stopping choice for those who want to make a statement.","The buyer persona for this dress is a confident and fashion-forward woman who isn't afraid to stand out. She appreciates high-quality, statement pieces that exude elegance and sophistication.",['red'],N/A,7118769553501
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['white', 'blue', 'green', 'pink']",N/A,7118773452893
Bodycon,Fitted,V-neck,Deep,Gathered ruching,Fitted long sleeves,Long,Plain,Gathered ruching at the waist,Maxi,Straight,Solid,"This elegant bodycon maxi dress is perfect for formal events, evening parties, or special occasions. Its vibrant color and sophisticated design make it a statement piece that commands attention. Pair it with sleek heels and minimal accessories to let the dress be the focal point.",The buyer persona for this dress is a confident woman in her 30s or 40s who appreciates bold fashion choices. She is not afraid to stand out and make a statement with her clothing.,['blue'],N/A,7118765555805
Shift,Loose,High Victorian-style collar with shoulder ruffles,High,Ruffle cascade,"Loose, tiered ruffles",Three-quarter,Ruffle tiers,N/A,Mini,Straight,Solid,"This bold, structured dress is perfect for making a statement at a cocktail party or a night out. Its unique design and vibrant color demand attention, making it an excellent choice for those who want to stand out.","The buyer persona for this dress is a confident, fashion-forward woman in her 30s who isn't afraid to experiment with bold colors and statement pieces. She's likely to appreciate the dress's sculptural silhouette and its ability to make a lasting impression.",['blue'],N/A,7118765129821
Fit and flare,"Fitted at the waist, loose at the hips","V-neck with short, puffed sleeves",Deep,Gathered at the bust with a tie detail at the neckline,Puffed sleeves,Short,Gathered at the shoulders with elastic at the sleeve opening,Fitted at the natural waist with a tie belt,Midi,Straight,Solid color,"This elegant fit-and-flare dress is perfect for semi-formal events, date nights, or special occasions. It can be dressed up with statement jewelry and heels or dressed down with a denim jacket and ankle boots.","The buyer persona for this dress is a woman in her late 20s to early 30s who appreciates classic, feminine styles with a modern twist. She is confident and stylish, and she enjoys dressing up for a night out.",['blue'],N/A,7118766145629
Wrap,Loose,V-neck with long sleeves,Deep,None,"Loose, slightly puffed sleeves",Long,None,"Loose, with a self-tie belt",Mini,Straight,Paisley print,"This versatile wrap dress is suitable for various occasions, from casual outings to semi-formal events. It can be dressed up with heels and a statement necklace for a night out or paired with sandals and a straw bag for a relaxed daytime look.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique, bohemian fashion. She enjoys expressing her personality through eclectic prints and colors and values comfort and style equally.","['beige', 'black', 'red']",N/A,7118764081245
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Maxi,Straight,Floral print,"This floral maxi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['beige', 'black', 'red']",N/A,7118776467549
Tiered,Loose,Deep V-neck with shoulder straps,Deep,None,Puffed sleeves with fitted cuffs,Three-quarter,None,Fitted at the natural waist,Midi,Ruffled,Embroidered floral pattern,"This elegant black dress is perfect for formal events, evening parties, or special occasions. It can be dressed up with statement jewelry and high heels for a glamorous look or toned down with simple accessories for a more understated elegance.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates sophisticated and timeless fashion. She is confident and enjoys dressing up for special occasions, often choosing pieces that make a statement.",['black'],N/A,7118778466397
Bodycon,Tight,High Victorian-style collar with a heart-shaped cutout,Deep,None,Balloon sleeves,Long,None,Fitted at the natural waist,Midi,Straight,Solid black,"This bodycon black dress with a Victorian-inspired collar is perfect for a night out, clubbing, or any occasion where you want to make a statement. Pair it with bold accessories and high heels for a striking look.","The buyer persona for this dress is a young woman in her 20s who is confident, fashion-forward, and loves to stand out. She is not afraid to experiment with bold and unique styles.",['black'],N/A,7118775582813
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['white', 'pink']",beige,6543068561501
A-line,Loose,"High Victorian collar with short, puffed sleeves",High,None,Puffed,Short,None,Loose,Mini,Ruffle,Red and pink crustacean print,"This playful mini dress is perfect for summer outings, beach parties, or casual weekend wear. Its vibrant print and lightweight fabric make it a great choice for warm weather events.","The buyer persona for this dress is a young woman in her 20s who loves bold, eye-catching fashion. She enjoys expressing her personality through her clothing and is always on the lookout for unique, statement pieces.","['red', 'pink', 'purple']",N/A,6782121017437
A-line,Loose,"V-neck with short, puffed sleeves",Medium,Embroidered trim,Puffed,Short,Embroidered trim,Gathered at the natural waist with a tie,Maxi,Ruffled,Floral embroidery,"This embroidered maxi dress is perfect for special occasions like beach parties, summer weddings, or resort vacations. It can be dressed up with statement jewelry and heels or dressed down with a denim jacket and sandals for a more casual look.","The buyer persona for this dress is a woman in her late 20s to early 40s who loves boho-chic style. She is drawn to vibrant colors, intricate details, and flowy silhouettes that allow her to express her free-spirited personality.","['blue', 'red', 'yellow']",N/A,7118767423581
A-line,Loose,"V-neck with short, puffed sleeves",Medium,None,Puffed,Short,None,Cinched at the natural waist with a self-tie belt,Maxi,Straight,Banana leaf print,"This vibrant maxi dress is perfect for summer events, tropical vacations, or any occasion where you want to make a statement. Pair it with chunky espadrille sandals, a woven tote, and oversized sunglasses for a chic, effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who loves bold prints and bright colors. She is confident, stylish, and always looking for pieces that make her stand out.","['orange', 'blue', 'green']",N/A,7118764114013
A-line,Loose,Halter neck with a keyhole cutout,Deep,None,Sleeveless,N/A,N/A,Cutout at the natural waist,Midi,Straight,Multicolor vertical stripes,"This versatile dress is perfect for summer events, beach vacations, or casual outings. The vibrant colors and lightweight fabric make it a great choice for warm weather. Pair it with sandals or wedges and a wide-brimmed hat for a chic, effortless look.","The buyer persona for this dress is a woman in her 20s or 30s who loves bold colors and playful styles. She is confident, fashion-forward, and always looking for unique pieces to add to her wardrobe.","['yellow', 'blue', 'pink']",N/A,7118771224669
A-line,Loose,"V-neck with short, puffed sleeves",Medium,Gathered at the bust with a tie closure,Puffed sleeves,Short,Smocked elastic at the shoulders,Empire waist,Maxi,Ruffle,Floral print,"This boho-chic maxi dress is perfect for summer events, beach vacations, or casual outings. Its vibrant colors and flowy silhouette make it a great choice for warm weather, while the empire waist and ruffled hem add a touch of femininity. Pair it with sandals or espadrilles and a wide-brimmed hat for a relaxed, stylish look.","The buyer persona for this dress is a woman in her 20s or 30s who loves boho fashion and embraces a carefree, adventurous lifestyle. She appreciates unique, eye-catching pieces that allow her to express her personality and stand out from the crowd.","['orange', 'purple', 'pink']",N/A,7118767456349
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['Blue', 'Green', 'Pink']",White,7118773911645
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7118772404317
Fit and flare,Fitted,Halter neck with decorative embellishments,Deep,Jeweled embellishments,Sleeveless,N/A,N/A,Cutout waist with gathered fabric,Maxi,Straight,Solid color,"This stunning maxi dress is perfect for formal events, evening parties, or glamorous beach getaways. Its vibrant color and intricate detailing make it a show-stopper, ideal for those who love to make a statement. Pair it with metallic accessories and high heels for a truly unforgettable look.","The buyer persona for this dress is a woman in her late 20s to early 40s who is confident, stylish, and loves to stand out. She appreciates high-quality, unique pieces that make her feel empowered and glamorous.",['yellow'],N/A,7118776991837
A-line,Loose,Square neck with ruffled off-shoulder straps,Medium,Ruffles,"Short, puffed sleeves",Short,Puffed,Fitted at the natural waist,Midi,Ruffle,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['lilac', 'green', 'pink']",N/A,7118777286749
A-line,Loose,"Square neck with thin, adjustable straps",Medium,Gathered fabric at the center front,Sleeveless,N/A,N/A,Gathered at the natural waist with a smocked panel,Maxi,Ruffle,Paisley print,"This paisley maxi dress is perfect for summer events like beach parties, outdoor weddings, or vacations. It can be dressed up with statement jewelry and heels or kept casual with sandals and a straw bag.","The buyer persona for this dress is a woman in her mid-20s to early 30s who loves boho-chic style. She is adventurous, free-spirited, and always looking for unique pieces that reflect her personality.","['orange', 'pink', 'yellow']",N/A,7118772764765
A-line,Loose,V-neck with thin straps,Medium,Ruffle trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Tropical fruit print,"This tropical-inspired midi dress is perfect for summer events, vacations, and casual outings. It can be dressed up with heels and a statement necklace for a night out or paired with sandals and a straw bag for a relaxed beach look.","The buyer persona for this dress is a woman in her late 20s to early 30s who loves vibrant colors and playful prints. She is adventurous, stylish, and always looking for pieces that make a statement.","['pink', 'green', 'yellow']",N/A,7118770143325
Bodycon,Tight,Sweetheart neckline with wide straps,Deep,None,Puffed sleeves,Short,None,Fitted at the natural waist,Mini,Straight,Solid color,"This bodycon mini dress is perfect for a night out, clubbing, or a special occasion. It pairs well with statement jewelry, high heels, and a bold clutch for a glamorous look.","The buyer persona for this dress is a young woman in her 20s who loves to stay on-trend and make a statement with her fashion choices. She is confident and outgoing, and she's not afraid to show off her curves.",['pink'],N/A,7118768570461
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['white', 'beige']",N/A,6696506556509
A-line,Loose,V-neck with thin straps,Medium,Lace trimming,Sleeveless,N/A,N/A,Cinched at the natural waist,Midi,Straight,Floral print,"This floral midi dress is ideal for events such as garden parties, casual weddings, or daytime outings. It pairs well with light, elegant accessories and comfortable footwear for a stylish yet effortless look.","The buyer persona for this dress is a woman in her late 20s to early 40s who values elegance and simplicity. She prefers versatile, feminine pieces that can transition smoothly from casual to semi-formal occasions.","['blue', 'green', 'pink']",white,7163568848989
A-line,Loose,Square neck with thin straps,Shallow,None,Sleeveless,N/A,N/A,"Loose, with a smocked elastic waistband",Maxi,Straight,Pineapple print,"This versatile maxi dress is perfect for beach getaways, tropical vacations, or casual summer outings. It can be dressed up with a statement necklace and heels for a night out or kept casual with sandals and a straw bag for daytime activities.","The buyer persona for this dress is a woman in her 20s to 30s who loves vibrant colors and playful prints. She is adventurous, stylish, and always looking for pieces that make a statement.","['blue', 'white']",N/A,6696508751965
A-line,Loose,V-neck with ruffled straps,Deep,Ruffle trim,"Short, butterfly sleeves",Short,Ruffle trim,Gathered at the natural waist with a drawstring,Midi,Ruffle,Tropical print,"This tropical-inspired midi dress is perfect for summer events, beach vacations, or casual outings. It can be dressed up with statement jewelry and heels for a night out or dressed down with sandals and a straw bag for a beach day.","The buyer persona for this dress is a woman in her 20s or 30s who loves vibrant colors and playful prints. She is adventurous, stylish, and enjoys expressing her personality through her clothing choices.","['yellow', 'green', 'pink']",N/A,6696528642141
Boxy,Loose,Round neck and short sleeves,Shallow,N/A,Short and slightly puffed,Short,N/A,N/A,Mini,Straight,Multicolor geometric and tropical print,"This printed mini dress is versatile and can be worn for casual outings, streetwear fashion, or even as a beach cover-up. Its vibrant colors make it perfect for summer and tropical vacations.","The buyer persona for this dress is a young woman in her 20s who loves bold, eye-catching fashion. She is likely to appreciate unique, statement pieces that reflect her vibrant personality and sense of style.","['orange', 'pink', 'yellow']",N/A,7268790108253
A-line,Loose,Scoop neck with wide straps,Shallow,None,Sleeveless,N/A,N/A,"Loose, empire-style waist",Maxi,Straight,Embroidered bananas,"This playful and whimsical dress is perfect for casual summer outings, beach days, or tropical vacations. The lightweight fabric and loose fit make it comfortable and easy to wear, while the unique banana embroidery adds a touch of fun and personality.","The buyer persona for this dress is a young girl aged 5-10 who loves bright colors, playful patterns, and comfortable clothing. She enjoys spending time outdoors and playing with her friends.","['white', 'yellow', 'green', 'brown']",beige,7268908793949
A-line,Loose,"Scoop neck with short, puffed sleeves",Shallow,None,Puffed,Short,None,Fitted at the natural waist with a tie,Midi,Ruffle,Embroidered floral,"This embroidered midi dress is versatile and can be dressed up or down, making it suitable for a range of occasions. It can be worn to a casual brunch, a garden party, or even a semi-formal event. Accessorize with a statement necklace and heels for a more formal look, or keep it casual with a denim jacket and sandals.","The buyer persona for this dress is a woman in her late 20s to early 40s who appreciates unique, bohemian fashion. She is likely to be creative and value self-expression through her clothing choices.","['blue', 'white']",N/A,7268847485021
A-line,Loose,Square neck with puff sleeves,Medium,Smocked elastic neckline,Puff sleeves,Short,Gathered at the shoulders,Smocked elastic waist,Maxi,Tiered with a ruffled hem,Colorful fruit and vegetable print,"This playful and vibrant maxi dress is perfect for summer outings, beach days, or casual garden parties. The bright colors and fun print make it a great choice for any warm-weather event. Pair it with sandals or sneakers and a sun hat for a complete look.",The buyer persona for this dress is a young girl aged 5-10 who loves bright colors and playful patterns. She enjoys comfortable and stylish clothing that allows her to move around freely and have fun.,"['pink', 'green', 'yellow', 'orange']",N/A,7268820058205
